Id	Category
1174	Business
1177	Technology
1178	Business
1184	Business
1185	Business
1192	Business
1208	Politics
1209	Politics
1215	Business
1217	Politics
1219	Business
1221	Business
1223	Business
1225	Politics
1229	Business
1230	Politics
1239	Politics
1251	Politics
1265	Technology
1269	Technology
1282	Football
1287	Technology
1295	Technology
1301	Technology
1302	Technology
1306	Film
1310	Technology
1314	Business
1322	Business
1328	Business
1331	Business
1332	Business
1337	Business
1345	Business
1349	Politics
1353	Politics
1356	Technology
1359	Technology
1368	Technology
1371	Technology
1377	Technology
1381	Technology
1387	Technology
1389	Technology
1404	Technology
1411	Technology
1413	Technology
1425	Technology
1428	Business
1429	Business
1430	Technology
1433	Technology
1437	Technology
1438	Technology
1446	Technology
1447	Technology
1454	Business
1461	Business
1462	Business
1463	Technology
1466	Technology
1469	Technology
1475	Technology
1485	Technology
1488	Business
1493	Politics
1496	Film
1497	Film
1500	Technology
1502	Technology
1508	Technology
1509	Technology
1518	Film
1522	Film
1524	Film
1527	Technology
1529	Film
1531	Film
1533	Film
1537	Film
1548	Film
1555	Film
1556	Film
1558	Film
1568	Film
1570	Film
1571	Film
1572	Film
1583	Film
1589	Film
1597	Film
1602	Film
1606	Film
1607	Film
1613	Film
1624	Film
1637	Film
1638	Film
1639	Film
1652	Film
1654	Film
1663	Politics
1675	Business
1695	Politics
1703	Politics
1704	Politics
1705	Politics
1709	Business
1714	Business
1715	Business
1725	Business
1726	Business
1741	Film
1749	Business
1755	Business
1760	Football
1761	Football
1768	Film
1772	Football
1775	Football
1778	Business
1779	Business
1781	Business
1784	Film
1789	Business
1797	Business
1803	Film
1805	Business
1812	Film
1819	Business
1833	Film
1843	Politics
1844	Politics
1845	Business
1860	Film
1864	Film
1873	Film
1878	Film
1879	Film
1884	Film
1885	Film
1889	Technology
1895	Film
1907	Film
1908	Film
1910	Film
1915	Film
1917	Film
1920	Film
1921	Film
1928	Film
1951	Film
1962	Film
1963	Technology
1964	Film
1965	Technology
1967	Film
1968	Film
1972	Film
1981	Film
1985	Film
1987	Film
1988	Film
1990	Film
1991	Film
1992	Film
1996	Film
2004	Film
2007	Film
2008	Film
2028	Film
2037	Film
2063	Film
2076	Film
2079	Football
2081	Technology
2083	Technology
2086	Technology
2100	Politics
2101	Politics
2103	Politics
2104	Politics
2116	Film
2117	Politics
2118	Politics
2119	Film
2132	Film
2134	Film
2136	Film
2138	Film
2151	Politics
2154	Film
2158	Film
2164	Film
2168	Politics
2172	Film
2181	Film
2191	Football
2192	Film
2193	Film
2198	Film
2199	Film
2205	Film
2207	Film
2214	Film
2224	Film
2228	Film
2229	Film
2230	Film
2232	Politics
2244	Politics
2246	Film
2259	Politics
2266	Politics
2275	Politics
2277	Politics
2278	Politics
2279	Politics
2288	Politics
2300	Politics
2301	Politics
2307	Politics
2315	Politics
2318	Politics
2320	Politics
2323	Politics
2324	Politics
2325	Politics
2340	Politics
2341	Politics
2348	Politics
2350	Politics
2353	Politics
2362	Politics
2375	Politics
2377	Politics
2380	Politics
2383	Politics
2387	Politics
2391	Politics
2394	Politics
2395	Politics
2399	Politics
2410	Politics
2411	Politics
2415	Politics
2422	Politics
2424	Politics
2426	Politics
2432	Politics
2436	Politics
2437	Politics
2445	Politics
2447	Politics
2448	Politics
2464	Politics
2468	Politics
2473	Politics
2477	Politics
2487	Politics
2491	Politics
2492	Politics
2493	Politics
2496	Politics
2499	Politics
2507	Politics
2514	Politics
2526	Politics
2530	Politics
2537	Politics
2538	Politics
2539	Politics
2541	Politics
2542	Technology
2543	Technology
2545	Technology
2551	Film
2554	Film
2556	Business
2558	Business
2559	Business
2560	Business
2561	Film
2566	Film
2568	Film
2573	Film
2574	Film
2575	Film
2580	Film
2583	Film
2591	Business
2597	Film
2599	Politics
2605	Politics
2607	Politics
2614	Film
2620	Politics
2622	Politics
2629	Politics
2641	Politics
2642	Politics
2643	Politics
2644	Politics
2649	Politics
2653	Business
2661	Business
2662	Politics
2667	Business
2670	Politics
2678	Politics
2681	Politics
2684	Politics
2691	Politics
2702	Business
2704	Technology
2706	Technology
2722	Business
2732	Technology
2735	Business
2736	Politics
2741	Business
2745	Politics
2747	Politics
2748	Politics
2751	Business
2753	Politics
2760	Business
2763	Politics
2766	Politics
2768	Politics
2771	Politics
2774	Technology
2777	Politics
2778	Business
2781	Politics
2782	Politics
2783	Politics
2788	Politics
2789	Politics
2794	Politics
2798	Politics
2804	Politics
2807	Business
2808	Politics
2812	Politics
2818	Politics
2820	Politics
2833	Politics
2834	Politics
2837	Politics
2840	Politics
2841	Politics
2842	Politics
2849	Business
2855	Business
2861	Politics
2870	Politics
2873	Politics
2878	Business
2885	Politics
2892	Politics
2896	Politics
2905	Politics
2908	Business
2916	Politics
2917	Politics
2926	Business
2927	Politics
2932	Politics
2940	Politics
2944	Politics
2946	Politics
2947	Politics
2948	Business
2952	Politics
2957	Politics
2969	Politics
2970	Business
2979	Technology
2994	Business
2998	Technology
2999	Technology
3002	Technology
3003	Technology
3009	Technology
3013	Technology
3015	Politics
3016	Politics
3021	Politics
3023	Technology
3029	Technology
3030	Politics
3032	Politics
3033	Business
3039	Business
3048	Business
3054	Film
3055	Business
3065	Business
3066	Technology
3072	Business
3075	Business
3077	Business
3078	Business
3079	Business
3081	Business
3094	Business
3095	Politics
3105	Business
3108	Politics
3110	Business
3117	Business
3121	Business
3126	Business
3128	Business
3129	Business
3130	Business
3131	Business
3132	Business
3134	Business
3135	Business
3144	Business
3173	Business
3175	Business
3178	Business
3185	Business
3187	Business
3211	Business
3212	Business
3221	Business
3223	Business
3225	Business
3229	Business
3232	Business
3236	Business
3248	Business
3258	Business
3262	Business
3266	Business
3268	Business
3277	Business
3279	Business
3284	Business
3286	Business
3289	Business
3291	Business
3293	Business
3294	Business
3298	Film
3299	Film
3309	Politics
3321	Politics
3323	Politics
3329	Business
3334	Business
3335	Business
3345	Politics
3347	Business
3355	Business
3359	Business
3367	Business
3369	Business
3375	Business
3379	Business
3382	Business
3390	Business
3391	Technology
3396	Business
3398	Business
3401	Business
3405	Politics
3414	Politics
3416	Politics
3419	Politics
3420	Business
3429	Business
3432	Business
3440	Business
3441	Business
3442	Business
3448	Politics
3457	Business
3462	Business
3463	Business
3464	Business
3472	Business
3474	Business
3477	Business
3478	Business
3485	Business
3488	Business
3501	Business
3506	Business
3521	Politics
3528	Business
3534	Politics
3543	Politics
3554	Politics
3555	Politics
3559	Business
3561	Politics
3563	Politics
3575	Politics
3577	Politics
3580	Technology
3582	Politics
3594	Technology
3607	Technology
3614	Film
3630	Technology
3636	Technology
3638	Technology
3643	Technology
3644	Technology
3647	Technology
3649	Technology
3655	Film
3656	Film
3667	Technology
3668	Technology
3672	Technology
3673	Technology
3675	Technology
3676	Technology
3677	Technology
3686	Technology
3688	Business
3690	Technology
3693	Technology
3697	Technology
3699	Technology
3705	Technology
3711	Technology
3713	Technology
3719	Technology
3721	Technology
3726	Technology
3727	Technology
3733	Business
3738	Business
3740	Politics
3747	Business
3753	Business
3762	Politics
3768	Business
3770	Technology
3772	Technology
3774	Technology
3775	Technology
3787	Technology
3792	Technology
3794	Technology
3795	Technology
3819	Football
3820	Football
3837	Football
3840	Football
3846	Football
3851	Business
3855	Football
3857	Business
3863	Business
3869	Business
3874	Football
3880	Politics
3881	Technology
3885	Football
3889	Football
3893	Football
3896	Football
3898	Football
3903	Football
3904	Football
3905	Football
3910	Football
3914	Politics
3919	Football
3924	Politics
3927	Football
3929	Politics
3949	Football
3951	Football
3952	Business
3959	Football
3963	Football
3974	Football
3979	Football
3983	Football
3985	Football
3990	Football
3991	Football
3992	Football
3994	Football
3997	Football
3999	Football
4006	Technology
4015	Football
4021	Football
4022	Football
4031	Football
4040	Football
4045	Politics
4047	Football
4060	Football
4066	Football
4067	Football
4072	Football
4078	Football
4086	Football
4092	Business
4098	Business
4106	Business
4107	Business
4109	Business
4110	Technology
4114	Business
4116	Business
4121	Technology
4122	Technology
4124	Technology
4125	Politics
4126	Technology
4128	Technology
4130	Technology
4132	Technology
4144	Technology
4155	Technology
4163	Technology
4165	Technology
4168	Technology
4176	Technology
4184	Technology
4187	Technology
4195	Technology
4200	Technology
4213	Technology
4222	Technology
4223	Business
4230	Technology
4235	Technology
4236	Technology
4242	Technology
4243	Technology
4258	Film
4261	Technology
4262	Technology
4263	Technology
4266	Technology
4268	Technology
4279	Technology
4297	Technology
4299	Technology
4300	Technology
4301	Technology
4309	Technology
4320	Technology
4327	Technology
4330	Technology
4338	Technology
4340	Technology
4341	Politics
4352	Technology
4353	Technology
4356	Technology
4357	Technology
4361	Technology
4374	Technology
4383	Technology
4387	Technology
4400	Technology
4402	Technology
4414	Technology
4416	Football
4421	Football
4423	Football
4426	Football
4427	Football
4428	Football
4432	Football
4435	Football
4437	Football
4441	Football
4451	Football
4453	Football
4456	Football
4457	Football
4461	Football
4462	Football
4465	Football
4466	Football
4469	Football
4482	Football
4496	Football
4497	Football
4502	Football
4503	Football
4510	Football
4513	Football
4518	Football
4523	Football
4528	Football
4533	Football
4540	Football
4549	Football
4554	Football
4555	Football
4566	Football
4569	Football
4588	Football
4593	Football
4600	Football
4601	Football
4603	Football
4608	Football
4611	Football
4613	Football
4616	Football
4617	Football
4619	Football
4621	Football
4632	Football
4635	Football
4640	Football
4648	Football
4659	Football
4662	Football
4664	Football
4669	Football
4674	Football
4677	Football
4682	Football
4683	Football
4685	Football
4687	Football
4689	Football
4699	Football
4713	Football
4717	Football
4722	Football
4730	Football
4732	Football
4743	Football
4744	Football
4745	Football
4746	Football
4748	Football
4751	Football
4756	Football
4757	Football
4758	Football
4760	Football
4761	Football
4771	Football
4773	Football
4776	Football
4781	Football
4784	Football
4798	Football
4800	Football
4805	Football
4809	Football
4817	Football
4824	Football
4825	Football
4828	Football
4830	Football
4833	Football
4837	Football
4838	Football
4847	Football
4848	Football
4854	Football
4855	Football
4861	Football
4864	Football
4865	Football
4888	Football
4890	Football
4898	Football
4900	Football
4902	Football
4910	Football
4912	Football
4914	Football
4916	Football
4920	Football
4923	Football
4926	Football
4927	Football
4928	Football
4933	Football
4940	Football
4943	Football
4963	Football
4966	Football
4970	Football
4973	Football
4974	Football
4976	Football
4977	Football
4979	Football
4985	Football
4991	Football
4997	Football
5008	Football
5013	Football
5019	Football
5034	Football
5037	Football
5041	Football
5042	Football
5046	Football
5051	Football
5054	Football
5055	Football
5063	Football
5072	Football
5075	Football
5077	Football
5079	Football
5092	Football
5101	Football
5106	Football
5107	Football
5128	Football
5129	Football
5130	Football
5133	Football
5138	Football
5164	Football
5168	Football
5172	Technology
5177	Football
5188	Football
5194	Technology
5195	Technology
5200	Football
5202	Technology
5210	Technology
5212	Technology
5214	Technology
5222	Technology
5232	Technology
5237	Technology
5240	Technology
5247	Technology
5251	Film
5255	Technology
5256	Technology
5261	Business
5278	Film
5281	Technology
5283	Business
5284	Business
5288	Technology
5290	Technology
5293	Football
5295	Technology
5299	Technology
5307	Technology
5311	Technology
5313	Football
5316	Business
5325	Technology
5338	Technology
5346	Technology
5348	Business
5350	Technology
5352	Technology
5360	Technology
5365	Technology
5368	Technology
5382	Technology
5390	Technology
5401	Technology
5407	Technology
5412	Technology
5419	Technology
5420	Business
5424	Technology
5427	Technology
5432	Film
5435	Technology
5439	Technology
5440	Technology
5441	Technology
5448	Technology
5451	Technology
5452	Technology
5455	Technology
5458	Business
5462	Technology
5463	Film
5464	Technology
5466	Technology
5471	Technology
5478	Film
5479	Technology
5482	Technology
5483	Technology
5491	Film
5492	Film
5499	Film
5500	Film
5503	Film
5513	Film
5514	Film
5518	Film
5522	Film
5527	Film
5528	Film
5530	Film
5536	Technology
5541	Film
5550	Film
5553	Film
5554	Film
5556	Film
5561	Film
5564	Film
5565	Film
5570	Film
5574	Film
5581	Film
5582	Film
5586	Film
5592	Film
5599	Film
5610	Film
5615	Film
5622	Film
5623	Film
5628	Film
5637	Film
5639	Business
5641	Film
5648	Film
5649	Film
5660	Film
5662	Film
5664	Film
5666	Film
5667	Film
5679	Film
5683	Film
5689	Film
5692	Film
5693	Film
5694	Film
5700	Film
5701	Film
5704	Film
5707	Film
5709	Film
5711	Film
5714	Film
5717	Film
5719	Film
5728	Film
5736	Film
5738	Film
5742	Film
5744	Film
5751	Film
5752	Film
5757	Film
5760	Film
5761	Film
5763	Film
5775	Film
5781	Film
5784	Film
5787	Film
5796	Film
5804	Film
5805	Film
5816	Film
5821	Film
5823	Film
5827	Film
5829	Film
5833	Film
5837	Film
5838	Film
5842	Film
5849	Film
5851	Film
5865	Film
5873	Film
5886	Film
5895	Film
5900	Film
5906	Film
5910	Film
5913	Business
5914	Business
5918	Film
5930	Politics
5937	Politics
5942	Business
5943	Business
5947	Business
5955	Business
5960	Business
5962	Business
5964	Politics
5968	Business
5971	Business
5977	Business
5981	Politics
5989	Business
5990	Business
5994	Business
5998	Business
6002	Business
6007	Business
6018	Business
6019	Business
6020	Business
6026	Business
6047	Business
6056	Business
6058	Technology
6060	Business
6062	Technology
6067	Politics
6069	Technology
6071	Business
6073	Technology
6074	Technology
6081	Business
6083	Business
6085	Business
6086	Politics
6087	Business
6093	Business
6101	Politics
6108	Business
6110	Football
6111	Football
6115	Football
6120	Business
6121	Technology
6125	Technology
6126	Football
6128	Politics
6130	Business
6131	Technology
6139	Technology
6140	Business
6143	Business
6157	Technology
6170	Politics
6176	Politics
6179	Technology
6180	Technology
6186	Technology
6187	Technology
6188	Technology
6196	Technology
6217	Football
6227	Football
6228	Football
6229	Football
6234	Football
6236	Football
6244	Technology
6249	Technology
6257	Football
6259	Football
6264	Football
6268	Football
6272	Film
6280	Football
6288	Football
6289	Football
6301	Football
6304	Football
6305	Football
6315	Football
6316	Football
6320	Football
6321	Football
6333	Football
6334	Football
6341	Football
6342	Technology
6347	Business
6350	Business
6352	Football
6356	Technology
6357	Technology
6358	Film
6381	Film
6394	Film
6416	Film
6418	Business
6422	Business
6424	Business
6425	Business
6427	Technology
6431	Politics
6432	Politics
6442	Politics
6443	Politics
6445	Politics
6456	Business
6459	Football
6460	Business
6473	Technology
6477	Film
6479	Technology
6482	Film
6499	Film
6501	Technology
6515	Technology
6517	Film
6518	Film
6521	Film
6522	Technology
6530	Film
6534	Film
6536	Film
6538	Technology
6542	Film
6546	Technology
6548	Film
6558	Film
6568	Technology
6575	Business
6578	Business
6581	Business
6590	Business
6609	Politics
6611	Politics
6612	Politics
6624	Business
6629	Business
6630	Business
6632	Technology
6634	Politics
6637	Business
6642	Business
6643	Business
6644	Business
6657	Business
6660	Business
6664	Business
6679	Politics
6680	Business
6685	Business
6703	Business
6705	Business
6706	Politics
6707	Politics
6708	Business
6709	Business
6710	Business
6711	Business
6712	Business
6716	Business
6723	Business
6725	Business
6738	Business
6742	Business
6755	Business
6757	Business
6761	Business
6762	Business
6763	Business
6764	Business
6769	Business
6772	Business
6773	Business
6777	Business
6778	Business
6788	Politics
6792	Business
6794	Business
6800	Business
6806	Politics
6820	Politics
6824	Business
6826	Business
6829	Business
6832	Business
6837	Business
6840	Business
6841	Business
6847	Business
6857	Politics
6868	Technology
6882	Technology
6893	Business
6895	Politics
6897	Business
6898	Politics
6907	Business
6911	Business
6917	Film
6939	Business
6943	Technology
6952	Technology
6953	Politics
6954	Politics
6959	Politics
6965	Technology
6974	Technology
6982	Technology
6987	Technology
7001	Football
7003	Business
7006	Football
7007	Football
7012	Business
7013	Business
7020	Football
7024	Film
7030	Business
7031	Business
7035	Business
7038	Business
7044	Technology
7045	Technology
7049	Football
7051	Business
7057	Technology
7058	Business
7059	Business
7061	Technology
7068	Business
7071	Business
7090	Technology
7101	Technology
7105	Technology
7108	Technology
7109	Politics
7110	Politics
7114	Technology
7121	Technology
7123	Technology
7124	Politics
7126	Technology
7132	Technology
7133	Politics
7136	Technology
7141	Politics
7142	Politics
7146	Politics
7147	Politics
7151	Politics
7153	Politics
7154	Business
7157	Politics
7163	Film
7166	Film
7167	Film
7174	Film
7183	Business
7186	Business
7194	Technology
7205	Business
7214	Business
7216	Football
7221	Football
7225	Film
7234	Film
7240	Film
7248	Film
7251	Politics
7267	Football
7270	Film
7283	Football
7288	Football
7291	Football
7318	Business
7324	Business
7325	Business
7327	Business
7328	Technology
7329	Business
7331	Business
7345	Politics
7362	Politics
7367	Film
7369	Film
7370	Politics
7371	Politics
7376	Technology
7377	Technology
7390	Business
7396	Business
7401	Politics
7411	Business
7425	Politics
7426	Business
7445	Politics
7454	Politics
7455	Politics
7457	Politics
7459	Politics
7461	Politics
7469	Football
7471	Football
7478	Politics
7488	Politics
7490	Politics
7491	Business
7496	Politics
7514	Politics
7515	Politics
7521	Business
7525	Politics
7532	Politics
7548	Business
7552	Business
7553	Politics
7556	Politics
7566	Politics
7570	Business
7576	Business
7577	Politics
7590	Business
7601	Politics
7606	Politics
7609	Politics
7612	Politics
7619	Politics
7633	Politics
7641	Politics
7643	Politics
7645	Politics
7661	Politics
7666	Politics
7668	Politics
7671	Politics
7676	Politics
7677	Politics
7684	Politics
7693	Politics
7694	Politics
7707	Politics
7710	Politics
7712	Politics
7716	Politics
7717	Politics
7721	Politics
7724	Politics
7735	Politics
7737	Football
7745	Politics
7757	Politics
7760	Football
7762	Business
7764	Politics
7765	Politics
7770	Football
7772	Politics
7773	Politics
7774	Politics
7777	Politics
7783	Business
7789	Football
7790	Politics
7800	Politics
7804	Business
7813	Politics
7814	Politics
7816	Politics
7822	Politics
7823	Business
7833	Politics
7836	Politics
7840	Politics
7844	Politics
7846	Business
7848	Politics
7855	Technology
7857	Politics
7871	Business
7877	Business
7881	Politics
7884	Business
7896	Politics
7901	Politics
7920	Politics
7926	Business
7929	Business
7933	Business
7937	Business
7941	Business
7946	Business
7948	Business
7954	Business
7960	Business
7964	Business
7968	Politics
7973	Business
7975	Business
7978	Business
7982	Business
7993	Business
7994	Business
7998	Business
8001	Business
8011	Business
8016	Politics
8022	Politics
8036	Politics
8040	Business
8044	Business
8045	Business
8046	Politics
8054	Business
8064	Business
8067	Politics
8083	Business
8086	Politics
8090	Business
8095	Business
8100	Politics
8103	Politics
8106	Politics
8107	Business
8112	Politics
8113	Politics
8120	Politics
8121	Business
8125	Politics
8134	Business
8140	Business
8141	Business
8142	Business
8144	Politics
8145	Politics
8149	Business
8152	Business
8154	Business
8156	Business
8158	Business
8160	Business
8165	Business
8171	Business
8175	Business
8176	Business
8178	Business
8179	Politics
8181	Business
8183	Business
8185	Politics
8188	Business
8194	Business
8199	Politics
8205	Business
8208	Politics
8209	Business
8211	Business
8212	Business
8216	Business
8224	Business
8228	Business
8231	Business
8234	Business
8236	Business
8241	Business
8246	Business
8250	Business
8262	Business
8268	Business
8272	Business
8276	Business
8277	Business
8284	Politics
8287	Politics
8295	Business
8301	Business
8332	Business
8338	Business
8346	Business
8347	Business
8348	Business
8359	Business
8360	Film
8361	Film
8367	Business
8368	Business
8372	Business
8377	Business
8380	Business
8385	Football
8387	Technology
8401	Business
8405	Film
8408	Business
8415	Politics
8417	Business
8421	Politics
8429	Politics
8438	Politics
8447	Politics
8448	Politics
8454	Business
8464	Business
8467	Politics
8468	Business
8479	Business
8482	Business
8483	Business
8484	Technology
8486	Business
8511	Business
8515	Business
8537	Politics
8559	Politics
8563	Business
8575	Politics
8577	Politics
8580	Business
8581	Business
8582	Politics
8583	Politics
8590	Politics
8595	Politics
8597	Politics
8599	Politics
8611	Politics
8614	Politics
8615	Politics
8620	Politics
8622	Politics
8624	Business
8625	Business
8626	Politics
8628	Politics
8639	Business
8650	Business
8651	Business
8656	Business
8659	Business
8660	Business
8669	Business
8677	Business
8697	Politics
8705	Business
8709	Business
8711	Politics
8713	Politics
8715	Business
8724	Politics
8728	Business
8730	Business
8731	Business
8733	Business
8739	Business
8743	Politics
8751	Business
8752	Business
8753	Politics
8755	Politics
8759	Business
8760	Business
8766	Business
8768	Business
8775	Business
8779	Politics
8798	Politics
8800	Politics
8801	Politics
8803	Business
8810	Business
8812	Business
8813	Business
8814	Politics
8818	Politics
8821	Business
8825	Business
8826	Business
8828	Politics
8831	Politics
8832	Politics
8835	Business
8840	Politics
8857	Politics
8860	Politics
8865	Politics
8872	Technology
8877	Technology
8885	Football
8888	Technology
8891	Politics
8903	Technology
8904	Technology
8906	Technology
8918	Technology
8931	Technology
8932	Technology
8938	Film
8941	Football
8946	Technology
8948	Football
8950	Technology
8951	Football
8952	Football
8956	Technology
8960	Football
8964	Technology
8972	Football
8978	Technology
8982	Technology
8983	Technology
8990	Football
8991	Politics
9001	Business
9010	Business
9014	Technology
9019	Politics
9032	Politics
9047	Politics
9058	Politics
9060	Politics
9066	Business
9083	Business
9086	Business
9097	Politics
9099	Business
9100	Politics
9110	Business
9114	Politics
9134	Business
9140	Business
9145	Politics
9146	Politics
9152	Politics
9159	Politics
9173	Film
9175	Film
9180	Business
9181	Business
9186	Film
9188	Film
9200	Film
9202	Business
9208	Business
9213	Film
9216	Film
9220	Film
9224	Film
9232	Film
9235	Film
9238	Film
9244	Film
9254	Technology
9257	Film
9264	Film
9274	Politics
9283	Politics
9284	Politics
9287	Politics
9288	Film
9292	Film
9293	Politics
9294	Politics
9296	Business
9297	Film
9307	Politics
9308	Politics
9310	Politics
9317	Film
9318	Film
9319	Film
9325	Politics
9333	Film
9334	Politics
9336	Politics
9341	Politics
9345	Film
9347	Politics
9359	Film
9360	Film
9361	Film
9364	Film
9368	Film
9380	Film
9385	Film
9389	Film
9391	Film
9395	Film
9397	Film
9420	Film
9424	Film
9426	Politics
9432	Politics
9433	Film
9437	Film
9438	Politics
9445	Film
9491	Politics
9494	Film
9495	Film
9519	Film
9523	Film
9525	Film
9528	Technology
9531	Film
9543	Film
9545	Film
9546	Film
9550	Business
9567	Film
9572	Film
9580	Film
9582	Film
9583	Film
9584	Politics
9587	Film
9593	Film
9594	Film
9595	Film
9596	Film
9609	Film
9611	Film
9612	Film
9616	Film
9621	Film
9622	Film
9624	Film
9629	Film
9634	Film
9639	Film
9647	Film
9648	Film
9649	Film
9652	Film
9656	Film
9658	Film
9662	Film
9677	Film
9679	Film
9682	Film
9685	Film
9697	Film
9703	Film
9713	Film
9725	Politics
9732	Politics
9759	Technology
9774	Film
9775	Film
9779	Film
9781	Film
9782	Film
9795	Football
9804	Politics
9806	Politics
9817	Business
9820	Football
9823	Politics
9830	Business
9843	Film
9846	Film
9850	Technology
9855	Business
9859	Politics
9869	Business
9887	Business
9890	Politics
9892	Business
9899	Business
9902	Politics
9903	Politics
9905	Politics
9915	Film
9918	Film
9921	Film
9931	Technology
9940	Business
9942	Film
9945	Politics
9949	Politics
9950	Politics
9957	Politics
9958	Politics
9961	Politics
9987	Politics
9991	Politics
9994	Politics
9997	Politics
10005	Business
10008	Politics
10009	Politics
10010	Politics
10012	Politics
10016	Politics
10017	Business
10041	Film
10042	Film
10051	Film
10061	Film
10065	Film
10068	Film
10078	Film
10081	Film
10094	Film
10095	Film
10100	Business
10109	Football
10113	Film
10117	Film
10118	Film
10123	Film
10129	Film
10133	Film
10147	Film
10149	Football
10152	Film
10157	Film
10161	Film
10169	Film
10175	Politics
10177	Film
10186	Business
10191	Football
10203	Football
10207	Football
10208	Football
10214	Business
10215	Football
10216	Politics
10221	Business
10232	Football
10236	Politics
10237	Business
10244	Football
10262	Football
10263	Football
10268	Football
10269	Football
10270	Football
10272	Film
10279	Football
10286	Football
10288	Football
10290	Football
10291	Football
10293	Football
10294	Football
10296	Football
10306	Football
10309	Football
10310	Football
10311	Football
10315	Football
10316	Football
10327	Football
10329	Football
10334	Football
10336	Football
10337	Football
10344	Business
10355	Football
10366	Football
10378	Football
10383	Football
10389	Football
10391	Football
10392	Football
10399	Football
10407	Football
10412	Football
10422	Football
10427	Football
10429	Football
10432	Football
10440	Football
10443	Football
10444	Football
10448	Football
10453	Football
10460	Football
10462	Football
10463	Football
10464	Football
10466	Football
10471	Football
10474	Football
10480	Football
10481	Football
10483	Football
10486	Football
10494	Football
10496	Football
10497	Football
10510	Football
10516	Football
10520	Football
10524	Football
10535	Football
10538	Football
10540	Football
10545	Technology
10546	Football
10547	Football
10552	Football
10575	Football
10579	Football
10587	Football
10588	Football
10593	Football
10597	Football
10598	Football
10617	Football
10628	Football
10629	Football
10633	Film
10635	Football
10638	Football
10644	Football
10645	Football
10657	Football
10669	Politics
10670	Football
10671	Football
10674	Business
10694	Business
10697	Football
10698	Business
10701	Business
10702	Football
10705	Football
10706	Business
10709	Football
10713	Football
10715	Business
10720	Football
10732	Football
10738	Football
10740	Football
10746	Football
10751	Business
10758	Football
10759	Football
10762	Football
10771	Business
10773	Football
10781	Politics
10782	Football
10783	Football
10797	Business
10799	Politics
10803	Business
10806	Business
10813	Film
10819	Business
10825	Business
10831	Business
10834	Football
10837	Politics
10844	Football
10854	Business
10856	Football
10858	Technology
10861	Politics
10867	Business
10871	Business
10885	Business
10892	Football
10899	Politics
10905	Politics
10907	Film
10918	Film
10920	Film
10926	Politics
10929	Politics
10931	Film
10948	Film
10949	Technology
10952	Film
10954	Film
10956	Film
10962	Business
10970	Politics
10972	Politics
10981	Film
10987	Film
10999	Football
11003	Football
11014	Football
11019	Football
11026	Football
11033	Football
11036	Business
11037	Football
11039	Football
11041	Politics
11042	Football
11045	Business
11051	Politics
11052	Politics
11071	Politics
11073	Politics
11097	Business
11098	Business
11099	Business
11115	Business
11132	Politics
11141	Politics
11147	Politics
11152	Business
11154	Politics
11169	Politics
11170	Politics
11180	Business
11181	Politics
